dco_id,dco_start,dco_end,dco_hoursperdayx,du_id,dco_secondsperday,dco_hourlyrate,dcc_id,dco_vacation,dco_seconds0,dco_seconds1,dco_seconds2,dco_seconds3,dco_seconds4,dco_seconds5,dco_seconds6,dco_vacperday
690,2021-08-01,2021-12-31,,37,28800,,,,28800,28800,28800,28800,28800,,,6
662,2021-07-01,2025-05-31,,32,21600,,,,28800,28800,16800,16800,16800,,,6
751,2023-08-01,2024-07-31,,297,28800,,,,28800,28800,28800,28800,28800,,,6
752,2024-08-01,2100-12-31,,297,28800,,,,28800,28800,28800,28800,28800,,,6
756,2022-06-13,2022-09-04,,292,28800,,,,28800,28800,28800,28800,28800,,,6
758,2018-12-01,2019-11-30,,149,28800,,,,28800,28800,28800,28800,28800,,,6
759,2020-12-01,2022-12-12,,149,28800,,,,28800,28800,28800,28800,28800,,,6
828,2025-06-01,2100-12-31,,324,28800,,,,28800,28800,28800,28800,28800,,,6
416,2014-01-01,2022-12-31,,4,28800,42.83,2,30,28800,28800,28800,28800,28800,,,6
765,2022-10-01,2023-09-30,,300,28800,,,,28800,28800,28800,28800,28800,,,6
766,2023-10-01,2024-09-30,,300,28800,,,,28800,28800,28800,28800,28800,,,6
767,2024-10-01,2100-12-31,,300,28800,,,,28800,28800,28800,28800,28800,,,6
768,2022-09-01,2023-08-31,,301,28800,,,,28800,28800,28800,28800,28800,,,6
769,2023-09-01,2024-08-31,,301,28800,,,,28800,28800,28800,28800,28800,,,6
771,2022-09-01,2023-02-28,,299,28800,,,,28800,28800,28800,28800,28800,,,6
772,2023-02-08,2100-12-31,,126,90000,,,,22500,22500,22500,22500,,,,6
830,2024-05-01,2025-04-30,,325,28800,,,,28800,28800,28800,28800,28800,,,6
754,2023-09-01,2024-08-31,,298,28800,,,,28800,28800,28800,28800,28800,,,6
831,2025-05-01,2025-08-31,,325,28800,,,,28800,28800,28800,28800,28800,,,6
778,2022-10-01,2023-03-31,,303,28800,,,,28800,28800,28800,28800,28800,,,6
816,2023-02-01,2023-11-30,,295,17280,,,,18000,18000,18000,21600,10800,,,6
815,2023-04-01,2100-12-31,,231,28800,,,,28800,28800,28800,28800,28800,,,6
763,2022-07-01,2022-09-30,,283,14400,,,,14400,14400,14400,14400,14400,,,6
780,2022-10-01,2023-09-30,,305,28800,,,,28800,28800,28800,28800,28800,,,6
782,2022-10-01,2023-09-30,,307,28800,,,,28800,28800,28800,28800,28800,,,6
783,2023-10-01,2024-09-30,,307,28800,,,,28800,28800,28800,28800,28800,,,6
784,2024-10-01,2100-12-31,,307,28800,,,,28800,28800,28800,28800,28800,,,6
785,2022-10-01,2023-09-30,,306,28800,,,,28800,28800,28800,28800,28800,,,6
786,2023-10-01,2024-09-30,,306,28800,,,,28800,28800,28800,28800,28800,,,6
787,2024-10-01,2100-12-31,,306,28800,,,,28800,28800,28800,28800,28800,,,6
788,2022-09-01,2100-12-31,,35,25200,,,,28800,21600,28800,21600,,,,6
820,2024-03-16,2025-02-28,,322,28800,,,,28800,28800,28800,28800,28800,,,6
789,2022-09-01,2022-12-31,,309,28800,,,,28800,28800,28800,28800,28800,,,6
794,2023-01-01,2023-02-28,,313,28800,,,,28800,28800,28800,28800,28800,,,6
791,2022-12-01,2023-11-30,,311,28800,,,,28800,28800,28800,28800,28800,,,6
792,2023-12-01,2024-11-30,,311,28800,,,,28800,28800,28800,28800,28800,,,6
793,2024-12-01,2100-12-31,,311,28800,,,,28800,28800,28800,28800,28800,,,6
799,2025-01-01,2100-12-31,,314,28800,,,,28800,28800,28800,28800,28800,,,6
797,2023-01-16,2024-12-31,,314,28800,,,,28800,28800,28800,28800,28800,,,6
801,2022-01-01,2022-10-31,,183,17280,,,,14400,21600,14400,21600,14400,,,6
832,2023-07-01,2024-06-30,,296,28800,,,,28800,28800,28800,28800,28800,,,6
762,2022-08-01,2022-12-31,,117,21600,,,,21600,21600,21600,21600,21600,,,6
802,2023-01-01,2023-01-31,,117,14400,,,,14400,14400,14400,14400,14400,,,6
829,2023-05-01,2024-04-30,,325,28800,,,,28800,28800,28800,28800,28800,,,6
804,2023-01-01,2100-12-31,,18,17280,,,,28800,14400,14400,28800,,,,6
764,2022-09-01,2022-12-31,,18,14400,,,,28800,7200,7200,28800,,,,6
757,2022-08-01,2022-12-31,,293,28800,,,,28800,28800,28800,28800,28800,,,6
805,2023-01-01,2100-12-31,,83,21600,,,,21600,21600,21600,21600,21600,,,6
806,2023-01-01,2100-12-31,,145,25920,,,,25920,25920,25920,25920,25920,,,6
807,2023-01-16,2024-01-15,,315,17280,,,,18000,18000,18000,18000,14400,,,6
790,2023-01-12,2024-01-11,,293,28800,,,,28800,28800,28800,28800,28800,,,6
809,2023-03-01,2023-09-24,,317,21600,,,,18000,18000,28800,28800,14400,,,6
811,2023-04-01,2024-03-31,,318,28800,,,,28800,28800,28800,28800,28800,,,6
812,2024-04-01,2025-03-31,,318,28800,,,,28800,28800,28800,28800,28800,,,6
753,2022-09-20,2023-08-31,,298,28800,,,,28800,28800,28800,28800,28800,,,6
808,2022-10-01,2022-12-15,,41,18000,,,,3600,3600,3600,3600,3600,,,6
746,2022-06-17,2023-01-31,,295,17280,,,,21600,21600,21600,21600,,,,6
825,2023-05-01,2023-12-31,,149,14400,,,,18000,18000,18000,18000,,,,6
817,2023-05-01,2024-04-30,,321,28800,,,,28800,28800,28800,28800,28800,,,6
818,2024-05-01,2025-04-30,,321,28800,,,,28800,28800,28800,28800,28800,,,6
819,2023-03-16,2024-03-15,,322,28800,,,,28800,28800,28800,28800,28800,,,6
823,2023-03-27,2023-09-26,,316,28800,,,,28800,28800,28800,28800,28800,,,6
760,2022-12-13,2023-04-30,,149,7200,,,,,18000,,18000,,,,6
826,2023-06-01,2024-05-31,,324,28800,,,,28800,28800,28800,28800,28800,,,6
827,2024-06-01,2025-05-31,,324,28800,,,,28800,28800,28800,28800,28800,,,6
824,2023-04-01,2024-03-31,,323,23040,,,,23040,23040,23040,23040,23040,,,6
834,2023-07-01,2024-06-30,,326,28800,,,,28800,28800,28800,28800,28800,,,6
835,2024-07-01,2025-06-30,,326,28800,,,,28800,28800,28800,28800,28800,,,6
838,2023-10-01,2024-09-30,,316,28800,,,,28800,28800,28800,28800,28800,,,6
839,2023-11-17,2024-09-16,,134,14400,,,,,,14400,28800,28800,,,6
841,2023-10-01,2024-09-30,,327,28800,,,,28800,28800,28800,28800,28800,,,6
779,2022-10-01,2023-09-30,,304,7200,,,,14400,,16800,,,,,6
803,2023-01-01,2023-12-31,,53,23040,,,,,28800,28800,28800,28800,,,6
843,2023-07-01,2023-08-31,,329,7200,,,,3600,3600,1800,1800,1800,,,6
846,2023-10-01,2024-09-30,,331,25920,,,,25920,25920,25920,25920,25920,,,6
847,2024-10-01,2025-09-30,,331,25920,,,,25920,25920,25920,25920,25920,,,6
848,2023-10-01,2024-09-30,,332,28800,,,,28800,28800,28800,28800,28800,,,6
849,2024-10-01,2025-09-30,,332,28800,,,,28800,28800,28800,28800,28800,,,6
852,2023-10-16,2024-10-15,,335,21600,,,,21600,21600,21600,21600,21600,,,6
851,2023-10-16,2024-10-15,,334,28800,,,,28800,28800,28800,28800,28800,,,6
814,2023-01-01,2024-04-30,,4,18000,,,,18000,18000,18000,18000,18000,,,6
837,2023-09-01,2023-12-31,,40,20520,,,,28800,18000,18000,18000,18000,,,6
850,2023-10-01,2024-02-29,,333,7200,,,,7200,7200,7200,7200,7200,,,6
775,2024-03-01,2100-12-31,,289,25920,,,,25920,25920,25920,25920,25920,,,6
810,2024-03-01,2025-02-28,,317,21600,,,,21600,21600,21600,21600,21600,,,6
845,2023-10-01,2024-01-31,,203,23040,,,,28800,28800,28800,28800,,,,6
853,2023-11-01,2025-01-31,,164,20160,,,,25200,25200,25200,25200,,,,6
781,2023-10-01,2024-03-31,,305,28800,,,,28800,28800,28800,28800,28800,,,6
774,2023-03-01,2024-02-29,,289,28800,,,,28800,28800,28800,28800,28800,,,6
800,2023-01-01,2023-12-31,,308,28800,,,,28800,28800,28800,28800,28800,,,6
842,2023-10-01,2024-02-29,,304,7200,,,,14400,,14400,,,,,6
776,2022-10-04,2025-02-28,,97,14400,,,,14400,28800,14400,14400,,,,6
755,2024-09-01,2025-08-31,,298,28800,,,,28800,28800,28800,28800,28800,,,6
844,2024-05-18,2025-06-30,,183,17280,,,,17280,17280,17280,17280,17280,,,6
856,2024-10-16,2025-10-15,,335,23040,,,,21600,21600,21600,21600,21600,,,6
857,2024-10-01,2100-12-31,,316,28800,,,,28800,28800,28800,28800,28800,,,6
858,2024-01-16,2024-07-15,,315,14400,,,,14400,14400,14400,14400,14400,,,6
918,2024-10-01,2025-01-02,,359,28800,,,,28800,28800,28800,28800,28800,,,6
862,2024-01-01,2024-12-31,,337,28800,,,,28800,28800,28800,28800,28800,,,6
863,2024-01-01,2024-12-31,,336,28800,,,,28800,28800,28800,28800,28800,,,6
864,2025-01-01,2025-12-31,,336,28800,,,,28800,28800,28800,28800,28800,,,6
761,2023-04-01,2100-12-31,,132,28800,,,,28800,28800,28800,28800,28800,,,6
867,2024-02-01,2025-01-31,,339,28800,,,,28800,28800,28800,28800,28800,,,6
868,2025-02-01,2026-01-31,,339,28800,,,,28800,28800,28800,28800,28800,,,6
869,2026-02-01,2100-12-31,,339,28800,,,,28800,28800,28800,28800,28800,,,6
870,2024-02-01,2025-01-31,,340,21600,,,,21600,21600,21600,21600,21600,,,6
871,2025-02-01,2026-01-31,,340,21600,,,,21600,21600,21600,21600,21600,,,6
872,2026-02-01,2100-12-31,,340,21600,,,,21600,21600,21600,21600,21600,,,6
874,2024-01-16,2025-01-15,,341,28800,,,,28800,28800,28800,28800,28800,,,6
875,2025-01-16,2026-01-15,,341,28800,,,,28800,28800,28800,28800,28800,,,6
931,2024-11-01,2100-12-31,,364,28800,,,,28800,28800,28800,28800,28800,,,6
876,2024-01-01,2100-12-31,,327,28800,,,,28800,28800,28800,28800,28800,,,6
877,2023-12-01,2100-12-31,,302,14400,,,,14400,,,14400,,,,6
879,2023-10-01,2023-12-31,,278,28800,,,,28800,28800,28800,28800,28800,,,6
880,2024-01-01,2100-12-31,,278,21600,,,,21600,21600,21600,21600,21600,,,6
859,2024-01-12,2024-03-31,,293,28800,,,,28800,28800,28800,28800,28800,,,6
938,2025-01-01,2025-12-31,,369,28800,,,,28800,28800,28800,28800,28800,,,6
881,2024-01-01,2100-12-31,,149,17280,,,,21600,21600,21600,21600,,,,6
860,2023-12-01,2024-09-30,,295,18720,,,,18000,18000,18000,25200,14400,,,6
840,2023-07-01,2023-09-30,,319,5400,,,,5400,5400,5400,5400,5400,,,6
882,2024-01-01,2100-12-31,,53,28800,,,,28800,28800,28800,28800,28800,,,6
883,2024-02-01,2025-01-31,,342,28800,,,,28800,28800,28800,28800,28800,,,6
884,2025-02-01,2026-01-31,,342,28800,,,,28800,28800,28800,28800,28800,,,6
885,2024-01-01,2024-03-31,,319,7200,,,,7200,7200,7200,7200,7200,,,6
886,2024-01-16,2024-04-15,,343,28800,,,,28800,28800,28800,28800,28800,,,6
887,2024-03-01,2100-12-31,,185,23040,,,,23400,23400,23400,23400,21600,,,6
888,2023-09-25,2024-02-29,,317,21600,,,,21600,21600,21600,21600,21600,,,6
889,2024-03-01,2100-12-31,,152,14400,,,,,28800,14400,28800,,,,6
890,2024-01-01,2100-12-31,,10,17280,,,,27000,27000,16200,16200,,,,6
891,2024-04-01,2025-03-31,,344,28800,,,,28800,28800,28800,28800,28800,,,6
892,2025-04-01,2026-03-31,,344,28800,,,,28800,28800,28800,28800,28800,,,6
893,2024-04-01,2100-12-31,,305,23040,,,,28800,28800,28800,28800,,,,6
895,2024-04-01,2025-03-31,,349,28800,,,,28800,28800,28800,28800,28800,,,6
896,2025-04-01,2026-03-31,,349,28800,,,,28800,28800,28800,28800,28800,,,6
897,2026-04-01,2100-12-31,,349,28800,,,,28800,28800,28800,28800,28800,,,6
898,2024-04-16,2025-04-15,,343,28800,,,,28800,28800,28800,28800,28800,,,6
899,2025-04-16,2026-04-15,,343,28800,,,,28800,28800,28800,28800,28800,,,6
900,2026-04-16,2100-12-31,,343,28800,,,,28800,28800,28800,28800,28800,,,6
902,2025-04-16,2026-04-15,,345,28800,,,,28800,28800,28800,28800,28800,,,6
903,2026-04-16,2100-12-31,,345,28800,,,,28800,28800,28800,28800,28800,,,6
905,2025-05-01,2026-04-30,,346,28800,,,,28800,28800,28800,28800,28800,,,6
906,2026-05-01,2100-12-31,,346,28800,,,,28800,28800,28800,28800,28800,,,6
910,2024-04-01,2025-03-31,,347,28800,,,,28800,28800,28800,28800,28800,,,6
911,2025-04-01,2026-03-31,,347,28800,,,,28800,28800,28800,28800,28800,,,6
912,2026-04-01,2100-12-31,,347,28800,,,,28800,28800,28800,28800,28800,,,6
913,2024-05-01,2025-04-30,,346,28800,,,,28800,28800,28800,28800,28800,,,6
907,2024-04-01,2025-03-31,,348,23040,,,,28800,28800,28800,28800,,,,6
919,2024-10-01,2025-09-30,,360,28800,,,,28800,28800,28800,28800,28800,,,6
908,2025-04-01,2026-03-31,,348,23040,,,,28800,28800,28800,28800,,,,6
909,2026-04-01,2100-12-31,,348,23040,,,,28800,28800,28800,28800,,,,6
939,2026-01-01,2026-12-31,,369,28800,,,,28800,28800,28800,28800,28800,,,6
915,2024-04-01,2100-12-31,,350,36000,,,,7200,7200,7200,7200,7200,,,6
901,2024-05-01,2025-04-30,,345,28800,,,,28800,28800,28800,28800,28800,,,6
873,2024-04-11,2100-12-31,,338,28800,,,,28800,28800,28800,28800,28800,,,6
917,2024-05-01,2024-08-31,,187,7200,,,,7200,7200,7200,7200,3600,,,6
916,2024-07-01,2100-12-31,,296,27360,,,,27360,27360,27360,27360,27360,,,6
855,2024-09-01,2025-11-30,,134,21600,,,,21600,21600,21600,21600,21600,,,6
932,2024-10-01,2100-12-31,,295,23400,,,,23400,23400,23400,23400,,,,6
920,2025-12-01,2100-12-31,,134,28800,,,,28800,28800,28800,28800,28800,,,6
924,2024-01-01,2100-12-31,,357,28800,,,,28800,28800,28800,28800,28800,,,6
925,2024-01-01,2100-12-31,,358,28800,,,,28800,28800,28800,28800,28800,,,6
866,2022-10-01,2023-03-31,,132,23040,,,,23040,23040,23040,23040,23040,,,6
927,2024-08-01,2100-12-31,,54,28800,,,,28800,28800,28800,28800,28800,,,6
914,2024-04-01,2024-07-31,,54,24480,,,,30600,30600,30600,30600,,,,6
928,2024-10-01,2025-09-30,,362,28800,,,,28800,28800,28800,28800,28800,,,6
930,2026-10-01,2100-12-31,,362,28800,,,,28800,28800,28800,28800,28800,,,6
929,2025-10-01,2026-09-30,,362,28800,,,,28800,28800,28800,28800,28800,,,6
940,2027-01-01,2100-12-31,,369,28800,,,,28800,28800,28800,28800,28800,,,6
937,2024-11-01,2025-04-30,,368,20160,,,,20160,20160,20160,20160,20160,,,6
936,2024-10-01,2024-10-06,,351,21600,,,,21600,21600,21600,21600,21600,,,6
926,2024-10-16,2100-12-31,,363,28800,,,,28800,28800,28800,28800,28800,,,6
933,2024-10-07,2025-06-30,,351,21600,,,,27000,27000,,27000,27000,,,6
861,2024-04-01,2100-03-31,,323,23040,,,,23040,23040,23040,23040,23040,,,6
942,2025-03-01,2100-12-31,,317,21600,,,,21600,21600,21600,21600,21600,,,6
854,2024-01-01,2025-05-31,,294,25920,,,,25920,25920,25920,25920,25920,,,6
943,2025-10-01,2100-12-31,,331,25920,,,,25920,25920,25920,25920,25920,,,6
921,2024-10-01,2025-02-10,,361,23040,,,,23040,23040,23040,23040,23040,,,6
944,2025-05-01,2100-12-31,,321,28800,,,,28800,28800,28800,28800,28800,,,6
947,2025-03-01,2026-02-28,,376,28800,,,,28800,28800,28800,28800,28800,,,6
948,2026-03-01,2027-02-28,,376,28800,,,,28800,28800,28800,28800,28800,,,6
949,2028-03-01,2100-12-31,,376,28800,,,,28800,28800,28800,28800,28800,,,6
935,2024-10-01,2100-12-31,,367,7200,,,,7200,,28800,,,,,6
934,2024-10-16,2025-05-15,,334,28800,,,,28800,28800,28800,28800,28800,,,6
941,2024-12-01,2025-05-31,,90,12960,,,,16200,16200,16200,16200,,,,6
951,2025-02-01,2100-12-31,,164,23040,,,,28800,28800,28800,28800,,,,6
952,2025-03-01,2100-12-31,,97,10800,,,,21600,10800,10800,,10800,,,6
865,2025-01-01,2025-02-28,,337,28800,,,,28800,28800,28800,28800,28800,,,6
953,2025-03-01,2100-12-31,,378,28800,,,,28800,28800,28800,28800,28800,,,6
955,2025-04-01,2100-12-31,,379,28800,,,,28800,28800,28800,28800,28800,,,6
956,2025-04-01,2026-03-31,,304,28800,,,,28800,28800,28800,28800,28800,,,6
957,2025-05-01,2100-12-31,,45,17280,,,,28800,28800,14400,14400,,,,6
958,2025-05-01,2100-12-31,,380,28800,,,,28800,28800,28800,28800,28800,,,6
959,2025-06-01,2100-12-31,,381,28800,,,,28800,28800,28800,28800,28800,,,6
960,2025-05-01,2025-08-31,,37,14400,,,,14400,14400,14400,14400,14400,,,6
961,2025-09-01,2100-12-31,,37,23040,,,,23040,23040,23040,23040,23040,,,6
962,2024-01-01,2024-04-30,,40,21600,,,,21600,21600,21600,21600,21600,,,6
963,2025-06-01,2100-12-31,,32,21600,,,,28800,28800,25200,25200,,,,6
964,2025-05-01,2100-12-31,,368,20160,,,,21600,19800,19800,19800,19800,,,6
965,2025-07-01,2100-12-31,,382,28800,,,,28800,28800,28800,28800,28800,,,6
966,2025-06-01,2100-12-31,,90,14400,,,,18000,18000,18000,18000,,,,6
967,2025-10-01,2026-09-30,,360,28800,,,,28800,28800,28800,28800,28800,,,6
968,2025-07-01,2100-12-31,,383,28800,,,,28800,28800,28800,28800,28800,,,6
969,2025-07-01,2100-12-31,,351,23040,,,,28800,28800,,28800,28800,,,6
970,2025-07-01,2100-12-31,,183,14400,,,,14400,14400,14400,14400,14400,,,6
